0,1,2,3
000599.SZ,2.91,6.27,115248.0
300477.SZ,2.768,3.576,115198.0
600938.SH,27.282,30.3,115167.0
002592.SZ,4.616,6.343999999999999,115117.0
002177.SZ,3.944,5.148,115003.0
002355.SZ,3.866,7.37,114834.0
600060.SH,13.5,29.0,114700.0
600984.SH,1.98,4.164,114130.0
002513.SZ,4.428,5.396000000000001,113998.0
300225.SZ,5.898,12.01,113784.0
300890.SZ,18.8,39.428,113738.0
300291.SZ,6.928,7.964,113658.0
002833.SZ,16.328,20.256,113600.0
002660.SZ,8.982,12.073999999999998,113481.0
600636.SH,10.17,12.329999999999998,113406.0
000697.SZ,4.35,9.3,113355.0
300397.SZ,5.58,10.86,113307.0
002975.SZ,32.150000000000006,37.800000000000004,113222.0
000710.SZ,5.59,9.994,113208.0
000922.SZ,10.347999999999999,14.26,113155.0
301182.SZ,9.55,19.66,112840.0
300486.SZ,4.612,6.014,112800.0
002749.SZ,14.357999999999999,16.244,112709.0
603189.SH,10.687999999999999,13.266,112605.0
300995.SZ,9.38,19.424,112572.0
300031.SZ,15.646,31.31,112548.0
603360.SH,8.2,16.92,112530.0
600727.SH,4.07,8.66,112455.0
601456.SH,10.530000000000001,12.17,112334.0
600012.SH,13.747999999999998,15.36,112285.0
300050.SZ,2.93,3.6100000000000003,112264.0
300866.SZ,66.668,90.542,112210.0
603993.SH,4.53,9.63,112200.0
300350.SZ,4.574,5.438000000000001,111912.0
301156.SZ,9.83,19.286,111807.0
002997.SZ,24.478,47.99,111800.0
600580.SH,8.68,18.4,111780.0
300456.SZ,17.044,21.572,111623.0
300950.SZ,8.3,16.55,111600.0
003029.SZ,11.93,40.76,111469.0
300303.SZ,4.21,6.77,111465.0
603316.SH,4.02,4.87,111460.0
002209.SZ,9.266,11.074,111087.0
601168.SH,10.18,21.51,111034.0
300689.SZ,12.276,15.332,110926.0
300965.SZ,22.89,48.018,110811.0
002862.SZ,11.959999999999999,15.719999999999999,110789.0
600329.SH,30.752,54.88,110673.0
301316.SZ,20.418,48.49,110608.0
600469.SH,4.758,7.19,110534.0
600675.SH,2.924,4.3,110518.0
603129.SH,80.0,172.0,110400.0
300846.SZ,10.652000000000001,21.02,110284.0
000068.SZ,2.85,6.0,110250.0
600312.SH,14.701999999999998,16.41,110162.0
600053.SH,11.9,25.0,110040.0
300530.SZ,18.9,22.5,110027.0
002042.SZ,3.198,4.254,109960.0
001229.SZ,19.44,41.0,109956.0
300056.SZ,8.128,10.216000000000001,109930.0
603392.SH,40.56,80.86800000000001,109896.0
000807.SZ,12.32,14.760000000000002,109806.0
600189.SH,5.73,12.03,109620.0
300876.SZ,16.014,19.808,109608.0
301016.SZ,10.17,20.567999999999998,109564.0
603326.SH,7.601999999999999,16.61,109449.0
301289.SZ,40.92,70.92,109340.0
002406.SZ,5.05,5.85,109338.0
300069.SZ,6.91,14.445999999999998,109296.0
300497.SZ,5.96,12.392,109218.0
600707.SH,4.13,8.64,109142.0
603871.SH,13.25,29.83,109125.0
600647.SH,6.53,13.465999999999998,109089.0
603895.SH,13.4,24.607999999999997,109002.0
603926.SH,9.456,11.912,108915.0
300805.SZ,7.136,14.0,108822.0
002188.SZ,4.106,5.1419999999999995,108696.0
603551.SH,9.264,14.6,108620.0
603367.SH,12.716,15.854,108552.0
000004.SZ,11.530000000000001,22.05,108514.0
300354.SZ,36.146,48.614000000000004,108472.0
603439.SH,15.518,17.072,108387.0
000028.SZ,34.114000000000004,64.65,108258.0
601998.SH,5.462,7.178,108090.0
002308.SZ,1.62,3.3320000000000003,107975.0
600207.SH,3.02,6.244,107906.0
603861.SH,8.646,10.722,107639.0
603611.SH,16.072,27.24,107637.0
301121.SZ,20.57,42.298,107616.0
300221.SZ,3.33,6.91,107400.0
300182.SZ,3.19,6.538,107359.0
603501.SH,91.32,105.64,107355.0
300220.SZ,4.69,14.3,107352.0
600976.SH,51.902,81.51,107156.0
603109.SH,15.456000000000001,17.694000000000003,106946.0
300231.SZ,8.788,10.132,106841.0
603040.SH,19.008,21.476,106668.0
000543.SZ,4.33,8.96,106490.0
605488.SH,8.8,17.944000000000003,106446.0
300731.SZ,13.296,19.688,106409.0
002989.SZ,9.8,20.23,106386.0
002465.SZ,9.232,11.456,106232.0
603992.SH,13.912,18.478,106230.0
000777.SZ,12.43,14.5,106016.0
603168.SH,7.45,15.36,105994.0
603158.SH,7.456,13.0,105976.0
000603.SZ,7.27,14.368000000000002,105627.0
603379.SH,22.6,46.6,105600.0
300823.SZ,11.15,21.187999999999995,105465.0
300218.SZ,8.25,16.96,105391.0
300952.SZ,17.864,22.728,105345.0
300391.SZ,3.05,6.022,105294.0
002111.SZ,5.87,12.06,105230.0
300201.SZ,3.458,4.454000000000001,105226.0
300893.SZ,22.0,29.5,105210.0
603843.SH,1.72,3.4959999999999996,105161.0
002246.SZ,5.73,11.77,105096.0
300939.SZ,30.502000000000002,40.994,105010.0
300461.SZ,14.620000000000001,27.18,104940.0
002569.SZ,5.196,9.18,104886.0
601000.SH,3.532,4.324,104808.0
002787.SZ,6.98,8.18,104807.0
603683.SH,8.748,9.972,104762.0
000688.SZ,7.11,14.514,104720.0
002848.SZ,5.59,11.278,104664.0
002409.SZ,54.814,65.376,104630.0
600126.SH,4.272,5.156000000000001,104614.0
300506.SZ,2.7220000000000004,5.046000000000001,104495.0
601666.SH,7.23,14.8,104466.0
300903.SZ,4.66,8.592,104432.0
605365.SH,17.08,21.16,104412.0
002380.SZ,16.204,25.06,104258.0
300891.SZ,5.46,10.66,104127.0
603766.SH,3.96,8.09,104076.0
603298.SH,16.81,34.43,103958.0
301326.SZ,16.95,29.774,103530.0
300102.SZ,6.492,7.248,103395.0
430489.BJ,4.45,9.06,103264.0
603358.SH,14.72,30.1,103046.0
600489.SH,9.642,12.526,103007.0
300536.SZ,13.277999999999999,19.546,102940.0
002009.SZ,7.98,15.1,102875.0
300889.SZ,9.666,15.204,102684.0
001288.SZ,12.13,24.65,102664.0
603685.SH,10.83,16.55,102661.0
300921.SZ,21.75,26.5,102548.0
300084.SZ,5.154,7.85,102500.0
300505.SZ,8.06,15.567999999999998,102424.0
002148.SZ,3.31,6.2219999999999995,102378.0
603055.SH,10.155999999999999,12.212,102364.0
002870.SZ,26.52,40.48,102351.0
300625.SZ,11.552,12.678,102336.0
300832.SZ,63.128,83.0,102276.0
600272.SH,9.72,18.0,102265.0
600468.SH,4.462,7.35,102264.0
603132.SH,11.98,13.379999999999999,102172.0
300825.SZ,7.39,14.895999999999999,102060.0
300727.SZ,15.8,30.056000000000004,102060.0
601598.SH,4.8759999999999994,5.434,102016.0
002691.SZ,5.76,6.75,101918.0
300856.SZ,57.763999999999996,68.586,101821.0
603363.SH,2.38,4.744,101640.0
601519.SH,7.236000000000001,7.984,101577.0
600200.SH,8.234,9.468,101304.0
301280.SZ,32.266,39.362,101179.0
002339.SZ,4.47,8.91,101019.0
300188.SZ,13.18,27.9,100868.0
605128.SH,34.024,46.552,100722.0
600094.SH,2.43,4.88,100695.0
300578.SZ,11.200000000000001,14.100000000000001,100668.0
300320.SZ,4.73,11.71,100647.0
300829.SZ,11.82,22.46,100632.0
002963.SZ,9.766,13.478000000000002,100577.0
603803.SH,8.016,9.308,100561.0
002636.SZ,5.9159999999999995,8.208,100561.0
002878.SZ,18.424,21.212,100328.0
300879.SZ,7.89,15.648,100296.0
002184.SZ,14.568,16.294,100283.0
000681.SZ,12.84,24.0,100243.0
600612.SH,42.62,86.19,100211.0
002023.SZ,5.82,11.68,100206.0
300269.SZ,3.17,6.35,100170.0
002577.SZ,11.92,20.68,100169.0
605196.SH,6.39,12.8,99996.0
300865.SZ,9.45,18.558,99960.0
603848.SH,14.062000000000001,15.308,99924.0
002322.SZ,10.136,12.568,99920.0
000564.SZ,1.08,2.16,99900.0
301030.SZ,41.332,48.414,99889.0
603095.SH,10.02,19.560000000000002,99792.0
600285.SH,13.08,26.2,99712.0
300680.SZ,18.528,21.851999999999997,99415.0
002664.SZ,12.382000000000001,16.886,99356.0
003005.SZ,17.59,34.606,99288.0
600595.SH,2.85,3.4299999999999997,99222.0
002712.SZ,3.14,6.136,99216.0
300199.SZ,8.73,17.354,99180.0
601101.SH,5.36,10.69,99138.0
603713.SH,35.29,135.0,99092.0
300845.SZ,8.39,16.674,99008.0
603486.SH,28.52,55.604,98980.0
002125.SZ,6.6,12.900000000000002,98905.0
300705.SZ,19.57,38.96,98889.0
002122.SZ,3.186,3.702,98824.0
000997.SZ,14.46,18.84,98804.0
300349.SZ,10.01,13.49,98797.0
603477.SH,31.86,34.8,98764.0
600792.SH,2.96,5.88,98404.0
000691.SZ,2.42,4.64,98294.0
600971.SH,7.18,14.24,98134.0
002482.SZ,1.676,2.66,98030.0
002819.SZ,29.605999999999998,32.808,97961.0
001216.SZ,12.452,21.7,97956.0
002428.SZ,9.472,16.96,97826.0
601699.SH,17.876,23.128,97790.0
300129.SZ,8.072000000000001,10.688,97784.0
002097.SZ,4.9,9.69,97716.0
000692.SZ,1.88,3.72,97704.0
002692.SZ,3.394,5.33,97657.0
002575.SZ,5.554,6.316,97649.0
002900.SZ,7.28,13.456,97544.0
300488.SZ,22.744,24.991999999999997,97532.0
300707.SZ,16.036,19.024,97501.0
600375.SH,2.98,5.5120000000000005,97485.0
301005.SZ,21.26,42.0,97478.0
601901.SH,7.65,8.36,97369.0
603319.SH,16.384,18.172,97318.0
300252.SZ,5.01,9.426,97311.0
300713.SZ,16.756,20.814,97241.0
600023.SH,3.49,6.89,97240.0
300159.SZ,1.52,2.81,97236.0
603199.SH,27.658,36.532000000000004,97148.0
600547.SH,21.604,27.131999999999998,97140.0
300181.SZ,8.6,16.97,97092.0
001267.SZ,3.4,6.286,97020.0
002929.SZ,24.35,47.606,96965.0
300177.SZ,3.74,7.316000000000001,96921.0
600119.SH,5.63,11.1,96819.0
301038.SZ,18.832,21.416,96804.0
603085.SH,8.81,10.24,96803.0
600160.SH,13.13,25.86,96748.0
601156.SH,11.14,22.01,96743.0
300001.SZ,16.896,23.48,96720.0
300521.SZ,8.92,10.81,96704.0
300494.SZ,18.656,49.28,96692.0
603258.SH,22.272,55.0,96653.0
000532.SZ,10.702,12.004000000000001,96624.0
002632.SZ,7.304,8.496,96483.0
600276.SH,38.66,46.7,96483.0
600535.SH,13.498000000000001,16.106,96418.0
003006.SZ,14.864,19.492,96412.0
300344.SZ,4.862,6.954000000000001,96357.0
600584.SH,24.204,31.012,96324.0
300887.SZ,6.9,13.462,96192.0
600892.SH,4.818,5.562,96184.0
000600.SZ,5.5,7.14,96159.0
300752.SZ,10.804,13.178,96119.0
603600.SH,9.48,12.120000000000001,96055.0
300771.SZ,8.024,9.918,96054.0
603528.SH,4.41,8.222,96050.0
600506.SH,11.823999999999998,14.085999999999999,96002.0
000425.SZ,5.554,7.366,95937.0
603790.SH,8.978,12.274000000000001,95925.0
300520.SZ,11.0,21.608,95760.0
605167.SH,8.702,9.928,95695.0
300024.SZ,9.784,16.64,95680.0
300679.SZ,30.884,41.396,95651.0
301187.SZ,12.0,23.52,95616.0
301281.SZ,28.346,61.49,95354.0
603809.SH,7.25,14.2,95215.0
002716.SZ,2.13,4.16,95207.0
603320.SH,11.984000000000002,18.35,95105.0
601188.SH,3.3,5.3,95070.0
600969.SH,4.29,8.37,95064.0
605188.SH,4.71,9.162,94976.0
600083.SH,4.386,11.89,94956.0
600706.SH,10.72,20.93,94953.0
301258.SZ,20.7,35.73,94896.0
601098.SH,12.081999999999999,13.228,94863.0
000899.SZ,6.41,12.49,94848.0
002273.SZ,10.448,13.124,94755.0
002174.SZ,11.379999999999999,24.5,94704.0
601899.SH,9.96,19.43,94700.0
600266.SH,4.428,8.18,94689.0
000933.SZ,12.65,24.63,94642.0
301169.SZ,37.04,77.2,94561.0
301378.SZ,23.21,43.36,94514.0
002533.SZ,7.004,8.911999999999999,94514.0
300547.SZ,15.38,18.240000000000002,94496.0
002889.SZ,19.286,23.892,94428.0
002693.SZ,4.998,6.045999999999999,94393.0
000888.SZ,7.91,15.4,94374.0
002858.SZ,13.2,30.0,94368.0
000625.SZ,12.989999999999998,17.07,94346.0
002976.SZ,17.3,32.972,94335.0
002886.SZ,17.392,19.695999999999998,94260.0
300407.SZ,5.05,9.241999999999999,94248.0
000528.SZ,5.87,11.41,94180.0
002207.SZ,3.6,6.57,94180.0
600396.SH,1.9,3.69,94154.0
002213.SZ,7.19,13.616,93825.0
000928.SZ,6.3839999999999995,11.2,93820.0
000571.SZ,1.8,3.49,93795.0
601086.SH,4.268,8.1,93647.0
002128.SZ,12.23,23.79,93636.0
600183.SH,15.241999999999999,18.326,93588.0
002811.SZ,5.7860000000000005,7.958,93574.0
000908.SZ,1.26,2.2640000000000002,93574.0
002993.SZ,28.09,44.25,93507.0
600398.SH,5.07,9.81,93378.0
605298.SH,7.53,13.884,93324.0
300572.SZ,13.75,21.49,93293.0
603232.SH,8.22,15.204,93291.0
600789.SH,5.16,9.99,93219.0
000420.SZ,2.24,3.872,93214.0
002423.SZ,7.5440000000000005,8.246,93180.0
300480.SZ,17.916,27.69,93104.0
301270.SZ,31.080000000000002,71.4,92944.0
600744.SH,3.268,3.682,92811.0
603879.SH,4.328,11.0,92779.0
300721.SZ,7.17,49.37,92713.0
300085.SZ,11.632,15.203999999999999,92688.0
603699.SH,10.83,20.9,92644.0
300895.SZ,18.48,35.592,92610.0
603025.SH,8.14,14.644,92354.0
300908.SZ,34.152,45.918000000000006,92346.0
001298.SZ,15.01,27.402,92334.0
601728.SH,5.4159999999999995,7.27,92319.0
601600.SH,4.46,8.58,92288.0
301359.SZ,16.02,19.740000000000002,92232.0
002154.SZ,5.758,6.304,92179.0
002837.SZ,17.65,34.06,92176.0
301015.SZ,29.104,36.368,92138.0
603018.SH,8.266,10.402000000000001,92134.0
300998.SZ,12.86,36.65,92092.0
002813.SZ,25.752,30.104,92034.0
300078.SZ,2.0,3.756,92000.0
002444.SZ,19.034,23.302,91895.0
600028.SH,5.3740000000000006,6.88,91748.0
301199.SZ,22.89,36.0,91747.0
002842.SZ,5.506,6.932,91676.0
603626.SH,6.32,8.26,91478.0
600724.SH,3.66,4.35,91476.0
601163.SH,13.518,17.442,91459.0
300816.SZ,12.99,36.39,91428.0
002225.SZ,2.72,5.21,91383.0
301081.SZ,7.186,8.702,91297.0
600658.SH,4.556,6.032,91280.0
002178.SZ,3.48,6.65,90979.0
000975.SZ,18.608,20.54,90966.0
600683.SH,4.398,8.63,90907.0
000727.SZ,1.95,3.72,90624.0
002028.SZ,38.18,73.03,90610.0
600768.SH,7.359999999999999,11.14,90594.0
002829.SZ,14.05,26.142000000000003,90383.0
300585.SZ,8.54,15.408,90324.0
301259.SZ,12.78,24.36,90324.0
003019.SZ,15.29,29.18,90285.0
600780.SH,6.786,11.69,90012.0
300886.SZ,14.456,17.612000000000002,89948.0
301039.SZ,9.266,14.73,89915.0
002645.SZ,6.3,11.98,89902.0
002381.SZ,6.392,8.078,89860.0
300341.SZ,10.456,12.184000000000001,89836.0
301238.SZ,11.85,22.32,89796.0
600482.SH,16.82,24.1,89778.0
000875.SZ,3.5,6.65,89775.0
002897.SZ,35.262,51.426,89712.0
300686.SZ,4.5,7.932,89688.0
603163.SH,31.695999999999998,62.0,89611.0
002638.SZ,1.46,2.476,89604.0
301027.SZ,6.06,10.176000000000002,89595.0
000589.SZ,4.75,6.358,89565.0
300810.SZ,14.028,19.064,89552.0
300819.SZ,8.56,14.872,89552.0
300528.SZ,7.9079999999999995,14.38,89490.0
603161.SH,14.288,16.122,89432.0
600857.SH,5.43,10.23,89240.0
300717.SZ,8.44,15.888,89208.0
601298.SH,6.184,7.9959999999999996,89151.0
002595.SZ,26.738,34.034,89137.0
002587.SZ,5.966,6.784,89064.0
301123.SZ,11.86,22.132,89040.0
300136.SZ,17.06,21.78,89000.0
002953.SZ,10.899999999999999,12.129999999999999,88940.0
600131.SH,16.284,19.628,88862.0
301073.SZ,15.02,27.778,88836.0
300209.SZ,1.35,6.59,88800.0
430017.BJ,11.491999999999999,13.033999999999999,88793.0
300798.SZ,7.0120000000000005,12.3,88748.0
301257.SZ,53.992000000000004,72.664,88738.0
300113.SZ,11.28,19.68,88729.0
600345.SH,17.492,19.564,88617.0
600775.SH,9.372,17.46,88519.0
600490.SH,2.0,3.7119999999999997,88500.0
002106.SZ,8.512,9.368,88478.0
002789.SZ,6.87,12.948,88450.0
002957.SZ,16.404,18.352,88440.0
603219.SH,8.8,16.012,88366.0
300343.SZ,3.69,6.6899999999999995,88346.0
600983.SH,6.976,9.064,88228.0
600326.SH,2.75,4.654,88209.0
600150.SH,25.532,32.576,88168.0
002058.SZ,9.138,13.422,88149.0
300533.SZ,30.336000000000002,87.0,88070.0
603160.SH,52.504,78.96,87993.0
000897.SZ,2.09,2.36,87800.0
002126.SZ,15.524,18.607999999999997,87680.0
003025.SZ,12.358,19.634,87662.0
301096.SZ,63.2,68.1,87602.0
600599.SH,10.128,17.0,87550.0
002845.SZ,12.666,21.25,87415.0
300415.SZ,13.85,25.99,87408.0
300785.SZ,12.8,21.64,87360.0
301176.SZ,10.106,12.402000000000001,87360.0
002546.SZ,4.0,7.24,87297.0
002378.SZ,3.86,7.178000000000001,87283.0
003000.SZ,11.088000000000001,14.922,87194.0
600106.SH,4.9,7.5,87163.0
002377.SZ,1.33,2.43,87116.0
000100.SZ,3.798,4.454000000000001,87059.0
603068.SH,16.17,30.024,87047.0
002766.SZ,3.798,4.536,86998.0
301129.SZ,12.21,91.78,86994.0
603890.SH,8.414,9.636,86953.0
000514.SZ,2.61,4.86,86941.0
600463.SH,5.42,9.963999999999999,86848.0
301001.SZ,23.346,28.144,86626.0
002371.SZ,243.014,348.99,86568.0
000885.SZ,10.592,15.0,86545.0
600446.SH,13.886,17.742,86486.0
002388.SZ,2.8,4.991999999999999,86394.0
603786.SH,56.471999999999994,83.6,86310.0
603789.SH,5.1,9.268,86240.0
605098.SH,29.19,54.55,86224.0
605258.SH,18.02,21.919999999999998,86186.0
002448.SZ,5.264,7.68,86105.0
600097.SH,8.879999999999999,10.96,86031.0
002255.SZ,4.688000000000001,6.23,86018.0
000063.SZ,26.364,46.1,86013.0
301020.SZ,11.55,19.74,86000.0
301233.SZ,35.332,40.888,85947.0
603061.SH,79.19,163.15,85852.0
301000.SZ,11.72,20.652,85850.0
601989.SH,4.188,5.25,85741.0
605398.SH,14.91,27.142000000000003,85693.0
300870.SZ,27.2,49.312,85680.0
300286.SZ,14.91,26.990000000000002,85626.0
002843.SZ,16.726,27.71,85515.0
300427.SZ,2.63,20.23,85500.0
301230.SZ,22.56,41.884,85492.0
600193.SH,3.402,4.304,85468.0
300105.SZ,4.19,8.57,85442.0
601038.SH,10.61,19.69,85352.0
603590.SH,31.36,38.22,85352.0
300555.SZ,6.032,7.636,85284.0
600006.SH,4.9,9.08,85272.0
603920.SH,16.84,18.57,85221.0
002451.SZ,6.311999999999999,8.404,85196.0
002345.SZ,5.932,7.216,85017.0
300157.SZ,1.81,3.088,85008.0
002778.SZ,7.43,13.136000000000001,84956.0
430685.BJ,7.74,14.027999999999999,84882.0
002916.SZ,49.0,98.98,84820.0
600860.SH,7.46,12.896,84688.0
600282.SH,4.994,5.46,84651.0
600363.SH,25.830000000000002,38.95,84631.0
601326.SH,3.122,4.93,84566.0
300141.SZ,6.404,7.588,84530.0
600318.SH,6.8260000000000005,7.662,84500.0
600830.SH,5.56,10.28,84488.0
603727.SH,8.65,15.99,84410.0
300594.SZ,14.604,17.938000000000002,84383.0
300881.SZ,14.82,40.62,84286.0
300010.SZ,1.66,4.46,84280.0
601898.SH,11.043999999999999,13.2,84149.0
300249.SZ,4.49,8.006,84138.0
605599.SH,13.396,14.648,84131.0
600558.SH,3.374,4.196,84104.0
603507.SH,18.02,33.128,83985.0
300561.SZ,9.214,18.47,83933.0
300242.SZ,1.93,3.3819999999999997,83916.0
000950.SZ,5.176,8.16,83884.0
603058.SH,8.190000000000001,9.46,83878.0
601500.SH,3.64,6.7,83844.0
603172.SH,12.368,18.241999999999997,83837.0
600213.SH,4.1,7.46,83835.0
603307.SH,41.456,79.2,83770.0
000096.SZ,10.228,11.033999999999999,83685.0
300405.SZ,4.414,6.182,83666.0
300212.SZ,23.936,45.64,83643.0
300516.SZ,24.632,39.52,83514.0
605005.SH,14.870000000000001,24.03,83456.0
603619.SH,15.6,28.64,83456.0
605162.SH,4.91,8.924,83433.0
301221.SZ,38.92,77.8,83403.0
300716.SZ,5.01,9.164000000000001,83381.0
000682.SZ,6.58,12.1,83352.0
601179.SH,4.45,8.17,83328.0
603101.SH,5.276,8.7,83275.0
600566.SH,24.23,44.54,83271.0
000010.SZ,2.186,4.33,83271.0
301300.SZ,19.692,23.694000000000003,83164.0
002871.SZ,6.11,10.138000000000002,83130.0
301008.SZ,15.7,28.22,83034.0
600020.SH,3.5340000000000003,3.7620000000000005,82993.0
301110.SZ,49.976,58.488,82951.0
002780.SZ,11.451999999999998,13.783999999999999,82903.0
002194.SZ,8.8,10.09,82854.0
300730.SZ,6.57,10.738,82840.0
002306.SZ,2.33,3.798,82797.0
600293.SH,2.536,3.64,82771.0
300551.SZ,11.681999999999999,29.29,82714.0
300875.SZ,17.26,30.756,82707.0
002467.SZ,2.79,5.076,82698.0
002540.SZ,5.422,6.254,82670.0
002861.SZ,6.13,10.118,82641.0
002055.SZ,4.81,8.596,82593.0
300264.SZ,6.088000000000001,6.992000000000001,82557.0
000338.SZ,10.18,18.59,82418.0
300822.SZ,9.472,12.094000000000001,82409.0
300966.SZ,12.03,19.342,82253.0
301339.SZ,15.678,19.466,82132.0
002867.SZ,16.394,17.576,82074.0
002520.SZ,3.54,6.39,82062.0
605318.SH,15.484,16.866,82023.0
603179.SH,40.208,43.806,81979.0
000925.SZ,7.726,9.962,81964.0
001283.SZ,26.97,64.75,81918.0
002920.SZ,99.502,118.314,81862.0
002526.SZ,2.548,2.822,81705.0
002917.SZ,6.05,11.0,81675.0
301118.SZ,11.5,20.436,81614.0
001282.SZ,30.677999999999997,35.452,81594.0
002452.SZ,4.29,7.79,81550.0
300979.SZ,39.35,71.94,81475.0
605100.SH,13.394,15.096,81457.0
002510.SZ,3.7359999999999998,6.48,81456.0
001301.SZ,23.52,92.98,81396.0
301366.SZ,17.67,86.88,81368.0
601872.SH,6.446,7.292,81334.0
600685.SH,22.45,31.05,81293.0
300299.SZ,5.054,11.39,81262.0
300647.SZ,3.03,5.386,81180.0
301068.SZ,33.32,38.61,81121.0
603192.SH,13.36,15.82,81071.0
300596.SZ,18.6,33.788,81037.0
603182.SH,8.93,15.260000000000002,81030.0
002938.SZ,16.6,34.18,81000.0
603002.SH,3.81,6.324,80958.0
601137.SH,11.81,21.44,80892.0
300909.SZ,15.06,24.256,80784.0
600985.SH,11.12,20.19,80723.0
603188.SH,1.88,3.3440000000000003,80712.0
301033.SZ,22.75,40.99,80668.0
603408.SH,9.61,17.36,80600.0
002116.SZ,11.102,12.318,80552.0
601878.SH,9.905999999999999,10.782,80535.0
000410.SZ,6.14,8.82,80500.0
300271.SZ,4.34,7.756,80500.0
301248.SZ,8.53,15.228,80379.0
600319.SH,3.732,5.156000000000001,80348.0
300200.SZ,7.266,10.35,80291.0
600543.SH,5.406,5.9079999999999995,80239.0
000541.SZ,5.372,8.5,80186.0
002532.SZ,4.86,8.244,80155.0
000555.SZ,7.27,12.95,80145.0
002361.SZ,2.43,4.1899999999999995,80145.0
002019.SZ,12.294,15.338,80111.0
600281.SH,2.86,3.4399999999999995,80040.0
002551.SZ,2.732,3.274,80016.0
301311.SZ,19.523999999999997,22.717999999999996,80010.0
300132.SZ,2.82,4.848,80004.0
603005.SH,19.990000000000002,23.16,79970.0
603506.SH,6.76,11.2,79968.0
300790.SZ,8.35,14.806000000000001,79968.0
301345.SZ,43.79,80.13,79948.0
300115.SZ,11.684,13.192,79932.0
603093.SH,11.078,12.292,79931.0
300184.SZ,3.37,5.9559999999999995,79920.0
300612.SZ,10.15,18.09,79870.0
002363.SZ,7.1240000000000006,9.208,79862.0
601390.SH,6.142,9.23,79699.0
002035.SZ,4.83,8.68,79695.0
300211.SZ,4.44,7.628,79650.0
600712.SH,3.838,7.19,79628.0
002474.SZ,3.83,6.438,79605.0
605001.SH,4.7379999999999995,5.656,79588.0
600211.SH,35.58,64.0,79576.0
600819.SH,5.188000000000001,6.0920000000000005,79563.0
000423.SZ,39.79,71.59,79500.0
605138.SH,4.67,7.242,79394.0
300091.SZ,1.36,2.4239999999999995,79380.0
300442.SZ,15.9,27.34,79298.0
601921.SH,8.5,10.299999999999999,79273.0
600759.SH,2.4259999999999997,2.8419999999999996,79248.0
002285.SZ,1.58,1.9500000000000002,79244.0
603977.SH,8.948,11.144,79158.0
300447.SZ,10.518,12.776,79061.0
301132.SZ,14.73,24.022,78859.0
301237.SZ,14.9,23.008000000000003,78792.0
000422.SZ,7.25,12.656,78775.0
600749.SH,11.006,12.404,78774.0
301082.SZ,11.306000000000001,13.692,78752.0
300602.SZ,9.25,16.54,78732.0
002416.SZ,7.09,12.67,78678.0
000590.SZ,6.25,7.5,78667.0
600710.SH,7.162,8.494,78613.0
600816.SH,2.818,3.534,78592.0
600265.SH,15.623999999999999,18.156,78526.0
300233.SZ,11.13,19.614,78498.0
603648.SH,8.782,15.03,78477.0
300586.SZ,4.37,20.45,78432.0
300778.SZ,7.56,11.272,78408.0
603999.SH,6.914,7.792,78332.0
301336.SZ,29.394,35.908,78297.0
600367.SH,8.0,14.060000000000002,78250.0
603393.SH,26.93,29.51,78234.0
600480.SH,8.106,9.012,78234.0
000504.SZ,5.7,9.972000000000001,78225.0
601702.SH,11.8,21.11,78204.0
300433.SZ,11.258,13.274,78184.0
601058.SH,9.56,17.07,78104.0
301055.SZ,8.18,14.508,78080.0
000722.SZ,6.65,11.372,78000.0
600232.SH,3.32,5.3180000000000005,77959.0
000400.SZ,16.9,30.11,77939.0
301107.SZ,16.1,28.519999999999996,77872.0
002038.SZ,8.86,15.42,77817.0
300383.SZ,8.48,14.4,77784.0
601999.SH,6.936,9.251999999999999,77783.0
300626.SZ,5.992,7.304,77766.0
000815.SZ,5.91,10.346,77740.0
605303.SH,6.0,9.592,77688.0
600933.SH,19.006,24.184,77643.0
603076.SH,17.51,30.214000000000002,77520.0
002857.SZ,7.52,13.304,77484.0
301024.SZ,19.016,23.852,77468.0
002635.SZ,13.059999999999999,15.26,77430.0
600302.SH,2.93,5.098000000000001,77407.0
300803.SZ,47.022000000000006,87.43,77352.0
000544.SZ,6.44,8.27,77276.0
002891.SZ,21.91,25.93,77210.0
301037.SZ,11.262,13.744,77190.0
002354.SZ,3.21,5.198,77128.0
688008.SH,57.04,63.46,77126.0
603669.SH,3.79,4.37,77120.0
300871.SZ,8.06,13.876000000000001,77004.0
600152.SH,4.0,6.38,77000.0
603838.SH,3.56,6.096,77000.0
301042.SZ,20.18,33.176,76930.0
301161.SZ,11.77,19.637999999999998,76692.0
001872.SZ,15.826,21.45,76665.0
603106.SH,7.6259999999999994,8.938,76660.0
000796.SZ,3.436,4.172000000000001,76650.0
002369.SZ,2.85,4.67,76650.0
002189.SZ,11.45,18.95,76647.0
601069.SH,12.988,14.294,76581.0
002846.SZ,5.33,9.33,76483.0
603355.SH,16.25,28.466,76372.0
300885.SZ,6.5840000000000005,7.848000000000001,76366.0
600458.SH,7.08,12.49,76281.0
002157.SZ,1.9,4.19,76270.0
300465.SZ,9.278,12.506,76261.0
603048.SH,13.134,15.528,76048.0
000014.SZ,11.402,14.033999999999999,76034.0
301135.SZ,13.73,22.64,76032.0
300931.SZ,3.9,6.779999999999999,76032.0
601028.SH,7.05,11.808,75999.0
603139.SH,9.45,16.65,75915.0
