,ts_code,symbol,name,area,industry,list_date
2441,300966.SZ,300966,共同药业,湖北,化学制药,20210409
2442,300967.SZ,300967,晓鸣股份,宁夏,农业综合,20210413
2443,300968.SZ,300968,格林精密,广东,元器件,20210415
2444,300969.SZ,300969,恒帅股份,浙江,汽车配件,20210412
2445,300970.SZ,300970,华绿生物,江苏,种植业,20210412
2446,300971.SZ,300971,博亚精工,湖北,机械基件,20210415
2447,300972.SZ,300972,万辰生物,福建,种植业,20210419
2448,300973.SZ,300973,立高食品,广东,食品,20210415
2449,300975.SZ,300975,商络电子,江苏,元器件,20210421
2450,300976.SZ,300976,达瑞电子,广东,元器件,20210419
2451,300977.SZ,300977,深圳瑞捷,深圳,建筑工程,20210420
2452,300978.SZ,300978,东箭科技,广东,汽车配件,20210426
2453,300979.SZ,300979,华利集团,广东,服饰,20210426
2454,300980.SZ,300980,祥源新材,湖北,塑料,20210421
2455,300981.SZ,300981,中红医疗,河北,医疗保健,20210427
2456,300982.SZ,300982,苏文电能,江苏,建筑工程,20210427
2457,300983.SZ,300983,尤安设计,上海,建筑工程,20210420
2458,300984.SZ,300984,金沃股份,浙江,机械基件,20210618
2459,300985.SZ,300985,致远新能,吉林,汽车配件,20210429
2460,300986.SZ,300986,志特新材,江西,其他建材,20210430
2461,300987.SZ,300987,川网传媒,四川,互联网,20210511
2462,300988.SZ,300988,津荣天宇,天津,机械基件,20210512
2463,300989.SZ,300989,蕾奥规划,深圳,建筑工程,20210507
2464,300990.SZ,300990,同飞股份,河北,专用机械,20210512
2465,300991.SZ,300991,创益通,深圳,元器件,20210520
2466,300992.SZ,300992,泰福泵业,浙江,机械基件,20210525
2467,300993.SZ,300993,玉马遮阳,山东,家居用品,20210524
2468,300994.SZ,300994,久祺股份,浙江,文教休闲,20210812
2469,300995.SZ,300995,奇德新材,广东,塑料,20210526
2470,300996.SZ,300996,普联软件,山东,软件服务,20210603
2471,300997.SZ,300997,欢乐家,广东,软饮料,20210602
2472,300998.SZ,300998,宁波方正,浙江,专用机械,20210602
2473,300999.SZ,300999,金龙鱼,上海,食品,20201015
2474,301000.SZ,301000,肇民科技,上海,汽车配件,20210528
2475,301001.SZ,301001,凯淳股份,上海,互联网,20210528
2476,301002.SZ,301002,崧盛股份,深圳,电气设备,20210607
2477,301003.SZ,301003,江苏博云,江苏,塑料,20210601
2478,301004.SZ,301004,嘉益股份,浙江,家居用品,20210625
2479,301005.SZ,301005,超捷股份,上海,汽车配件,20210601
2480,301006.SZ,301006,迈拓股份,江苏,电器仪表,20210607
2481,301007.SZ,301007,德迈仕,辽宁,汽车配件,20210616
2482,301008.SZ,301008,宏昌科技,浙江,家用电器,20210611
2483,301009.SZ,301009,可靠股份,浙江,造纸,20210617
2484,301010.SZ,301010,晶雪节能,江苏,其他建材,20210618
2485,301011.SZ,301011,华立科技,广东,专用机械,20210617
2486,301012.SZ,301012,扬电科技,江苏,电气设备,20210622
2487,301013.SZ,301013,利和兴,深圳,专用机械,20210629
2488,301015.SZ,301015,百洋医药,山东,医药商业,20210630
2489,301016.SZ,301016,雷尔伟,江苏,运输设备,20210630
2490,301017.SZ,301017,漱玉平民,山东,医药商业,20210705
2491,301018.SZ,301018,申菱环境,广东,专用机械,20210707
2492,301019.SZ,301019,宁波色母,浙江,塑料,20210628
2493,301020.SZ,301020,密封科技,山东,机械基件,20210706
2494,301021.SZ,301021,英诺激光,深圳,专用机械,20210706
2495,301022.SZ,301022,海泰科,山东,专用机械,20210702
2496,301023.SZ,301023,江南奕帆,江苏,电气设备,20210707
2497,301024.SZ,301024,霍普股份,上海,建筑工程,20210728
2498,301025.SZ,301025,读客文化,上海,出版业,20210719
2499,301026.SZ,301026,浩通科技,江苏,小金属,20210716
2500,301027.SZ,301027,华蓝集团,广西,建筑工程,20210715
2501,301028.SZ,301028,东亚机械,福建,专用机械,20210720
2502,301029.SZ,301029,怡合达,广东,专用机械,20210723
2503,301030.SZ,301030,仕净科技,江苏,环境保护,20210722
2504,301031.SZ,301031,中熔电气,陕西,电气设备,20210715
2505,301032.SZ,301032,新柴股份,浙江,工程机械,20210722
2506,301033.SZ,301033,迈普医学,广东,医疗保健,20210726
2507,301035.SZ,301035,润丰股份,山东,农药化肥,20210728
2508,301036.SZ,301036,双乐股份,江苏,染料涂料,20210729
2509,301037.SZ,301037,保立佳,上海,染料涂料,20210730
2510,301038.SZ,301038,深水规院,深圳,建筑工程,20210804
2511,301039.SZ,301039,中集车辆,深圳,汽车整车,20210708
2512,301040.SZ,301040,中环海陆,江苏,机械基件,20210803
2513,301041.SZ,301041,金百泽,深圳,元器件,20210811
2514,301042.SZ,301042,安联锐视,广东,IT设备,20210805
2515,301043.SZ,301043,绿岛风,广东,机械基件,20210811
2516,301045.SZ,301045,天禄科技,江苏,元器件,20210813
2517,301046.SZ,301046,能辉科技,上海,新型电力,20210817
2518,301047.SZ,301047,义翘神州,北京,生物制药,20210816
2519,301048.SZ,301048,金鹰重工,湖北,运输设备,20210818
2520,301049.SZ,301049,超越科技,安徽,环境保护,20210824
2521,301050.SZ,301050,雷电微力,四川,航空,20210824
2522,301051.SZ,301051,信濠光电,深圳,元器件,20210827
2523,301052.SZ,301052,果麦文化,浙江,出版业,20210830
2524,301053.SZ,301053,远信工业,浙江,专用机械,20210901
2525,301055.SZ,301055,张小泉,浙江,家居用品,20210906
2526,301056.SZ,301056,森赫股份,浙江,运输设备,20210907
2527,301057.SZ,301057,汇隆新材,浙江,化纤,20210909
2528,301058.SZ,301058,中粮科工,江苏,建筑工程,20210909
2529,301059.SZ,301059,金三江,广东,化工原料,20210913
2530,301060.SZ,301060,兰卫医学,上海,医疗保健,20210913
2531,301061.SZ,301061,匠心家居,江苏,家居用品,20210913
2532,301062.SZ,301062,上海艾录,上海,广告包装,20210914
2533,301063.SZ,301063,海锅股份,江苏,电气设备,20210924
2534,301065.SZ,301065,本立科技,浙江,化工原料,20210914
2535,301066.SZ,301066,万事利,浙江,纺织,20210922
2536,301067.SZ,301067,显盈科技,深圳,元器件,20210922
2537,301068.SZ,301068,大地海洋,浙江,环境保护,20210928
2538,301069.SZ,301069,凯盛新材,山东,化工原料,20210927
2539,301070.SZ,301070,开勒股份,上海,机械基件,20210923
2540,301071.SZ,301071,力量钻石,河南,矿物制品,20210924
2541,301072.SZ,301072,中捷精工,江苏,汽车配件,20210929
2542,301073.SZ,301073,君亭酒店,浙江,酒店餐饮,20210930
2543,301075.SZ,301075,多瑞医药,西藏,化学制药,20210929
2544,301076.SZ,301076,新瀚新材,江苏,化工原料,20211011
2545,301077.SZ,301077,星华新材,浙江,化工原料,20210930
2546,301078.SZ,301078,孩子王,江苏,其他商业,20211014
2547,301079.SZ,301079,邵阳液压,湖南,机械基件,20211019
2548,301080.SZ,301080,百普赛斯,北京,生物制药,20211018
2549,301081.SZ,301081,严牌股份,浙江,环境保护,20211020
2550,301082.SZ,301082,久盛电气,浙江,电气设备,20211027
2551,301083.SZ,301083,百胜智能,江西,专用机械,20211021
2552,301085.SZ,301085,亚康股份,北京,软件服务,20211018
2553,301086.SZ,301086,鸿富瀚,深圳,元器件,20211020
2554,301087.SZ,301087,可孚医疗,湖南,医疗保健,20211025
2555,301088.SZ,301088,戎美股份,江苏,服饰,20211028
2556,301089.SZ,301089,拓新药业,河南,化学制药,20211027
2557,301090.SZ,301090,华润材料,江苏,化工原料,20211026
2558,301091.SZ,301091,深城交,深圳,建筑工程,20211029
2559,301092.SZ,301092,争光股份,浙江,化工原料,20211102
2560,301093.SZ,301093,华兰股份,江苏,医疗保健,20211101
2561,301095.SZ,301095,广立微,浙江,半导体,20220805
2562,301096.SZ,301096,百诚医药,浙江,医疗保健,20211220
2563,301097.SZ,301097,天益医疗,浙江,医疗保健,20220407
2564,301098.SZ,301098,金埔园林,江苏,建筑工程,20211112
2565,301099.SZ,301099,雅创电子,上海,元器件,20211122
2566,301100.SZ,301100,风光股份,辽宁,化工原料,20211217
2567,301101.SZ,301101,明月镜片,江苏,文教休闲,20211216
2568,301102.SZ,301102,兆讯传媒,天津,广告包装,20220328
2569,301103.SZ,301103,何氏眼科,辽宁,医疗保健,20220322
2570,301105.SZ,301105,鸿铭股份,广东,专用机械,20221230
2571,301106.SZ,301106,骏成科技,江苏,元器件,20220128
2572,301107.SZ,301107,瑜欣电子,重庆,机械基件,20220524
2573,301108.SZ,301108,洁雅股份,安徽,日用化工,20211203
2574,301109.SZ,301109,军信股份,湖南,环境保护,20220413
2575,301110.SZ,301110,青木股份,广东,互联网,20220311
2576,301111.SZ,301111,粤万年青,广东,中成药,20211207
2577,301112.SZ,301112,信邦智能,广东,专用机械,20220629
2578,301113.SZ,301113,雅艺科技,浙江,家居用品,20211222
2579,301115.SZ,301115,建科股份,江苏,建筑工程,20220831
2580,301116.SZ,301116,益客食品,江苏,食品,20220118
2581,301117.SZ,301117,佳缘科技,四川,软件服务,20220117
2582,301118.SZ,301118,恒光股份,湖南,化工原料,20211118
2583,301119.SZ,301119,正强股份,浙江,汽车配件,20211122
2584,301120.SZ,301120,新特电气,北京,电气设备,20220419
2585,301121.SZ,301121,紫建电子,重庆,电气设备,20220808
2586,301122.SZ,301122,采纳股份,江苏,医疗保健,20220126
2587,301123.SZ,301123,奕东电子,广东,元器件,20220125
2588,301125.SZ,301125,腾亚精工,江苏,机械基件,20220608
2589,301126.SZ,301126,达嘉维康,湖南,医药商业,20211207
2590,301127.SZ,301127,天源环保,湖北,环境保护,20211230
2591,301128.SZ,301128,强瑞技术,深圳,专用机械,20211110
2592,301129.SZ,301129,瑞纳智能,安徽,电器仪表,20211102
2593,301130.SZ,301130,西点药业,吉林,化学制药,20220223
2594,301131.SZ,301131,聚赛龙,广东,塑料,20220314
2595,301132.SZ,301132,满坤科技,江西,元器件,20220810
2596,301133.SZ,301133,金钟股份,广东,汽车配件,20211126
2597,301135.SZ,301135,瑞德智能,广东,元器件,20220412
2598,301136.SZ,301136,招标股份,福建,建筑工程,20220111
2599,301137.SZ,301137,哈焊华通,江苏,机械基件,20220322
2600,301138.SZ,301138,华研精机,广东,专用机械,20211215
2601,301139.SZ,301139,元道通信,新疆,通信设备,20220708
2602,301141.SZ,301141,中科磁业,浙江,矿物制品,20230403
2603,301148.SZ,301148,嘉戎技术,福建,环境保护,20220421
2604,301149.SZ,301149,隆华新材,山东,化工原料,20211110
2605,301150.SZ,301150,中一科技,湖北,电气设备,20220421
2606,301151.SZ,301151,冠龙节能,上海,机械基件,20220411
2607,301152.SZ,301152,天力锂能,河南,小金属,20220829
2608,301153.SZ,301153,中科江南,北京,软件服务,20220518
2609,301155.SZ,301155,海力风电,江苏,电气设备,20211124
2610,301156.SZ,301156,美农生物,上海,饲料,20220617
2611,301157.SZ,301157,华塑科技,浙江,电气设备,20230309
2612,301158.SZ,301158,德石股份,山东,专用机械,20220117
2613,301159.SZ,301159,三维天地,北京,软件服务,20220107
2614,301160.SZ,301160,翔楼新材,江苏,机械基件,20220606
2615,301161.SZ,301161,唯万密封,上海,工程机械,20220914
2616,301162.SZ,301162,国能日新,北京,软件服务,20220429
2617,301163.SZ,301163,宏德股份,江苏,机械基件,20220419
2618,301165.SZ,301165,锐捷网络,福建,通信设备,20221121
2619,301166.SZ,301166,优宁维,上海,医药商业,20211228
2620,301167.SZ,301167,建研设计,安徽,建筑工程,20211206
2621,301168.SZ,301168,通灵股份,江苏,电气设备,20211210
2622,301169.SZ,301169,零点有数,北京,文教休闲,20211103
2623,301171.SZ,301171,易点天下,陕西,互联网,20220819
2624,301175.SZ,301175,中科环保,北京,环境保护,20220708
2625,301176.SZ,301176,逸豪新材,江西,元器件,20220928
2626,301177.SZ,301177,迪阿股份,深圳,服饰,20211215
2627,301178.SZ,301178,天亿马,广东,软件服务,20211112
2628,301179.SZ,301179,泽宇智能,江苏,软件服务,20211208
2629,301180.SZ,301180,万祥科技,江苏,元器件,20211116
2630,301181.SZ,301181,标榜股份,江苏,汽车配件,20220221
2631,301182.SZ,301182,凯旺科技,河南,元器件,20211223
2632,301183.SZ,301183,东田微,湖北,元器件,20220524
2633,301185.SZ,301185,鸥玛软件,山东,软件服务,20211119
2634,301186.SZ,301186,超达装备,江苏,专用机械,20211223
2635,301187.SZ,301187,欧圣电气,江苏,家用电器,20220422
2636,301188.SZ,301188,力诺特玻,山东,玻璃,20211111
2637,301189.SZ,301189,奥尼电子,深圳,IT设备,20211228
2638,301190.SZ,301190,善水科技,江西,染料涂料,20211224
2639,301191.SZ,301191,菲菱科思,深圳,通信设备,20220526
2640,301192.SZ,301192,泰祥股份,湖北,汽车配件,20220811
2641,301193.SZ,301193,家联科技,浙江,家居用品,20211209
2642,301195.SZ,301195,北路智控,江苏,软件服务,20220801
2643,301196.SZ,301196,唯科科技,福建,专用机械,20220111
2644,301197.SZ,301197,工大科雅,河北,软件服务,20220808
2645,301198.SZ,301198,喜悦智行,浙江,塑料,20211202
2646,301199.SZ,301199,迈赫股份,山东,专用机械,20211207
2647,301200.SZ,301200,大族数控,深圳,专用机械,20220228
2648,301201.SZ,301201,诚达药业,浙江,生物制药,20220120
2649,301203.SZ,301203,国泰环保,浙江,环境保护,20230404
2650,301205.SZ,301205,联特科技,湖北,通信设备,20220913
2651,301206.SZ,301206,三元生物,山东,食品,20220210
2652,301207.SZ,301207,华兰疫苗,河南,生物制药,20220218
2653,301208.SZ,301208,中亦科技,北京,软件服务,20220707
2654,301209.SZ,301209,联合化学,山东,染料涂料,20220825
2655,301211.SZ,301211,亨迪药业,湖北,化学制药,20211222
2656,301212.SZ,301212,联盛化学,浙江,化工原料,20220419
2657,301213.SZ,301213,观想科技,四川,软件服务,20211206
2658,301215.SZ,301215,中汽股份,江苏,汽车服务,20220308
2659,301216.SZ,301216,万凯新材,浙江,化工原料,20220329
2660,301217.SZ,301217,铜冠铜箔,安徽,元器件,20220127
2661,301218.SZ,301218,华是科技,浙江,软件服务,20220307
2662,301219.SZ,301219,腾远钴业,江西,小金属,20220317
2663,301220.SZ,301220,亚香股份,江苏,化工原料,20220622
2664,301221.SZ,301221,光庭信息,湖北,软件服务,20211222
2665,301222.SZ,301222,浙江恒威,浙江,电气设备,20220309
2666,301223.SZ,301223,中荣股份,广东,广告包装,20221026
2667,301226.SZ,301226,祥明智能,江苏,电气设备,20220325
2668,301227.SZ,301227,森鹰窗业,黑龙江,家居用品,20220926
2669,301228.SZ,301228,实朴检测,上海,电器仪表,20220128
2670,301229.SZ,301229,纽泰格,江苏,汽车配件,20220222
2671,301230.SZ,301230,泓博医药,上海,生物制药,20221101
2672,301231.SZ,301231,荣信文化,陕西,出版业,20220908
2673,301233.SZ,301233,盛帮股份,四川,汽车配件,20220706
2674,301234.SZ,301234,五洲医疗,安徽,医疗保健,20220705
2675,301235.SZ,301235,华康医疗,湖北,医疗保健,20220128
2676,301236.SZ,301236,软通动力,北京,软件服务,20220315
2677,301237.SZ,301237,和顺科技,浙江,塑料,20220323
2678,301238.SZ,301238,瑞泰新材,江苏,化工原料,20220617
2679,301239.SZ,301239,普瑞眼科,四川,医疗保健,20220705
2680,301246.SZ,301246,宏源药业,湖北,化学制药,20230320
2681,301248.SZ,301248,杰创智能,广东,软件服务,20220420
2682,301252.SZ,301252,同星科技,浙江,机械基件,20230525
2683,301255.SZ,301255,通力科技,浙江,机械基件,20221227
2684,301256.SZ,301256,华融化学,四川,化工原料,20220322
2685,301257.SZ,301257,普蕊斯,上海,医疗保健,20220517
2686,301258.SZ,301258,富士莱,江苏,化学制药,20220329
2687,301259.SZ,301259,艾布鲁,湖南,环境保护,20220426
2688,301260.SZ,301260,格力博,江苏,专用机械,20230208
2689,301263.SZ,301263,泰恩康,广东,医药商业,20220329
2690,301265.SZ,301265,华新环保,北京,环境保护,20221216
2691,301266.SZ,301266,宇邦新材,江苏,电气设备,20220608
2692,301267.SZ,301267,华厦眼科,福建,医疗保健,20221107
2693,301268.SZ,301268,铭利达,深圳,机械基件,20220407
2694,301269.SZ,301269,华大九天,北京,半导体,20220729
2695,301270.SZ,301270,汉仪股份,北京,软件服务,20220831
2696,301273.SZ,301273,瑞晨环保,上海,机械基件,20221025
2697,301276.SZ,301276,嘉曼服饰,北京,服饰,20220909
2698,301277.SZ,301277,新天地,河南,化学制药,20221116
2699,301278.SZ,301278,快可电子,江苏,电气设备,20220804
2700,301279.SZ,301279,金道科技,浙江,机械基件,20220413
2701,301280.SZ,301280,珠城科技,浙江,元器件,20221226
2702,301281.SZ,301281,科源制药,山东,化学制药,20230404
2703,301282.SZ,301282,金禄电子,广东,元器件,20220826
2704,301283.SZ,301283,聚胶股份,广东,日用化工,20220902
2705,301285.SZ,301285,鸿日达,江苏,元器件,20220928
2706,301286.SZ,301286,侨源股份,四川,化工原料,20220614
2707,301288.SZ,301288,清研环境,深圳,环境保护,20220422
2708,301289.SZ,301289,国缆检测,上海,电器仪表,20220622
2709,301290.SZ,301290,东星医疗,江苏,医疗保健,20221130
2710,301293.SZ,301293,三博脑科,北京,医疗保健,20230505
2711,301296.SZ,301296,新巨丰,山东,广告包装,20220902
2712,301297.SZ,301297,富乐德,安徽,半导体,20221230
2713,301298.SZ,301298,东利机械,河北,汽车配件,20220606
2714,301299.SZ,301299,卓创资讯,山东,互联网,20221019
2715,301300.SZ,301300,远翔新材,福建,化工原料,20220819
2716,301301.SZ,301301,川宁生物,新疆,化学制药,20221227
2717,301302.SZ,301302,华如科技,北京,软件服务,20220623
2718,301303.SZ,301303,真兰仪表,上海,电器仪表,20230220
2719,301305.SZ,301305,朗坤环境,深圳,环境保护,20230523
2720,301306.SZ,301306,西测测试,陕西,综合类,20220726
2721,301307.SZ,301307,美利信,重庆,通信设备,20230424
2722,301308.SZ,301308,江波龙,深圳,半导体,20220805
2723,301309.SZ,301309,万得凯,浙江,机械基件,20220919
2724,301310.SZ,301310,N鑫宏业,江苏,汽车配件,20230602
2725,301311.SZ,301311,昆船智能,云南,机械基件,20221130
2726,301312.SZ,301312,智立方,深圳,专用机械,20220711
2727,301313.SZ,301313,凡拓数创,广东,文教休闲,20220930
2728,301314.SZ,301314,科瑞思,广东,元器件,20230328
2729,301316.SZ,301316,慧博云通,浙江,软件服务,20221013
2730,301317.SZ,301317,鑫磊股份,浙江,机械基件,20230119
2731,301318.SZ,301318,维海德,深圳,IT设备,20220810
2732,301319.SZ,301319,唯特偶,深圳,元器件,20220929
2733,301321.SZ,301321,翰博高新,安徽,元器件,20220818
2734,301322.SZ,301322,绿通科技,广东,摩托车,20230306
2735,301325.SZ,301325,曼恩斯特,深圳,专用机械,20230512
2736,301326.SZ,301326,捷邦科技,广东,元器件,20220921
2737,301327.SZ,301327,华宝新能,深圳,电气设备,20220919
2738,301328.SZ,301328,维峰电子,广东,专用机械,20220908
2739,301330.SZ,301330,熵基科技,广东,IT设备,20220817
2740,301331.SZ,301331,恩威医药,西藏,中成药,20220921
2741,301332.SZ,301332,德尔玛,广东,家用电器,20230518
2742,301333.SZ,301333,诺思格,北京,医疗保健,20220802
2743,301335.SZ,301335,天元宠物,浙江,文教休闲,20221118
2744,301336.SZ,301336,趣睡科技,四川,家居用品,20220812
2745,301337.SZ,301337,亚华电子,山东,软件服务,20230526
2746,301338.SZ,301338,凯格精机,广东,专用机械,20220816
2747,301339.SZ,301339,通行宝,江苏,软件服务,20220909
2748,301345.SZ,301345,涛涛车业,浙江,摩托车,20230321
2749,301349.SZ,301349,信德新材,辽宁,化工原料,20220909
2750,301353.SZ,301353,C普莱得,浙江,专用机械,20230530
2751,301356.SZ,301356,天振股份,浙江,家居用品,20221114
2752,301357.SZ,301357,北方长龙,陕西,专用机械,20230418
2753,301358.SZ,301358,湖南裕能,湖南,电气设备,20230209
2754,301359.SZ,301359,东南电子,浙江,电气设备,20221109
2755,301360.SZ,301360,荣旗科技,江苏,专用机械,20230425
2756,301361.SZ,301361,众智科技,河南,电气设备,20221116
2757,301363.SZ,301363,美好医疗,深圳,医疗保健,20221012
2758,301365.SZ,301365,矩阵股份,深圳,装修装饰,20221122
2759,301366.SZ,301366,一博科技,深圳,元器件,20220926
2760,301367.SZ,301367,怡和嘉业,北京,医疗保健,20221101
2761,301368.SZ,301368,丰立智能,浙江,机械基件,20221215
2762,301369.SZ,301369,联动科技,广东,半导体,20220922
2763,301373.SZ,301373,凌玮科技,广东,化工原料,20230208
2764,301377.SZ,301377,鼎泰高科,广东,机械基件,20221122
2765,301378.SZ,301378,通达海,江苏,软件服务,20230320
2766,301379.SZ,301379,天山电子,广西,元器件,20221101
2767,301380.SZ,301380,挖金客,北京,软件服务,20221025
2768,301382.SZ,301382,蜂助手,广东,互联网,20230517
2769,301386.SZ,301386,未来电器,江苏,电气设备,20230329
2770,301387.SZ,301387,光大同创,深圳,元器件,20230418
2771,301388.SZ,301388,欣灵电气,浙江,电气设备,20221109
2772,301389.SZ,301389,隆扬电子,江苏,元器件,20221031
2773,301390.SZ,301390,经纬股份,浙江,建筑工程,20230508
2774,301391.SZ,301391,卡莱特,深圳,IT设备,20221201
2775,301396.SZ,301396,宏景科技,广东,软件服务,20221111
2776,301398.SZ,301398,星源卓镁,浙江,汽车配件,20221215
2777,301399.SZ,301399,英特科技,浙江,机械基件,20230523
2778,301408.SZ,301408,华人健康,安徽,医药商业,20230301
2779,301419.SZ,301419,阿莱德,上海,元器件,20230209
2780,301428.SZ,301428,世纪恒通,贵州,互联网,20230519
2781,301429.SZ,301429,森泰股份,安徽,其他建材,20230417
2782,301439.SZ,301439,泓淋电力,山东,电气设备,20230317
2783,430017.BJ,430017,星昊医药,北京,化学制药,20230531
2784,430047.BJ,430047,诺思兰德,北京,生物制药,20201124
2785,430090.BJ,430090,同辉信息,北京,软件服务,20210809
2786,430139.BJ,430139,华岭股份,上海,半导体,20221028
2787,430198.BJ,430198,微创光电,湖北,IT设备,20200727
2788,430300.BJ,430300,辰光医疗,上海,医疗保健,20221207
2789,430418.BJ,430418,苏轴股份,江苏,汽车配件,20200727
2790,430425.BJ,430425,乐创技术,四川,专用机械,20230130
2791,430476.BJ,430476,海能技术,山东,电器仪表,20221014
2792,430478.BJ,430478,峆一药业,安徽,化学制药,20230223
2793,430489.BJ,430489,佳先股份,安徽,化工原料,20200727
2794,430510.BJ,430510,丰光精密,山东,机械基件,20201228
2795,430556.BJ,430556,雅达股份,广东,电器仪表,20230317
2796,430564.BJ,430564,天润科技,陕西,软件服务,20220617
2797,430685.BJ,430685,新芝生物,浙江,电器仪表,20221010
2798,430718.BJ,430718,合肥高科,安徽,家用电器,20221222
2799,600000.SH,600000,浦发银行,上海,银行,19991110
2800,600004.SH,600004,白云机场,广东,机场,20030428
2801,600006.SH,600006,东风汽车,湖北,汽车整车,19990727
2802,600007.SH,600007,中国国贸,北京,园区开发,19990312
2803,600008.SH,600008,首创环保,北京,环境保护,20000427
2804,600009.SH,600009,上海机场,上海,机场,19980218
2805,600010.SH,600010,包钢股份,内蒙,普钢,20010309
2806,600011.SH,600011,华能国际,北京,火力发电,20011206
2807,600012.SH,600012,皖通高速,安徽,路桥,20030107
2808,600015.SH,600015,华夏银行,北京,银行,20030912
2809,600016.SH,600016,民生银行,北京,银行,20001219
2810,600017.SH,600017,日照港,山东,港口,20061017
2811,600018.SH,600018,上港集团,上海,港口,20061026
2812,600019.SH,600019,宝钢股份,上海,普钢,20001212
2813,600020.SH,600020,中原高速,河南,路桥,20030808
2814,600021.SH,600021,上海电力,上海,火力发电,20031029
2815,600022.SH,600022,山东钢铁,山东,普钢,20040629
2816,600023.SH,600023,浙能电力,浙江,火力发电,20131219
2817,600025.SH,600025,华能水电,云南,水力发电,20171215
2818,600026.SH,600026,中远海能,上海,水运,20020523
2819,600027.SH,600027,华电国际,山东,火力发电,20050203
2820,600028.SH,600028,中国石化,北京,石油加工,20010808
2821,600029.SH,600029,南方航空,广东,空运,20030725
2822,600030.SH,600030,中信证券,深圳,证券,20030106
2823,600031.SH,600031,三一重工,北京,工程机械,20030703
2824,600032.SH,600032,浙江新能,浙江,新型电力,20210525
2825,600033.SH,600033,福建高速,福建,路桥,20010209
2826,600035.SH,600035,楚天高速,湖北,路桥,20040310
2827,600036.SH,600036,招商银行,深圳,银行,20020409
2828,600037.SH,600037,歌华有线,北京,影视音像,20010208
2829,600038.SH,600038,中直股份,黑龙江,航空,20001218
2830,600039.SH,600039,四川路桥,四川,建筑工程,20030325
2831,600048.SH,600048,保利发展,广东,全国地产,20060731
2832,600050.SH,600050,中国联通,北京,电信运营,20021009
2833,600051.SH,600051,宁波联合,浙江,综合类,19970410
2834,600052.SH,600052,东望时代,浙江,供气供热,19970415
2835,600053.SH,600053,九鼎投资,江西,多元金融,19970418
2836,600054.SH,600054,黄山旅游,安徽,旅游景点,19970506
2837,600055.SH,600055,万东医疗,北京,医疗保健,19970519
2838,600056.SH,600056,中国医药,北京,医药商业,19970515
2839,600057.SH,600057,厦门象屿,福建,仓储物流,19970604
2840,600058.SH,600058,五矿发展,北京,商贸代理,19970528
2841,600059.SH,600059,古越龙山,浙江,红黄酒,19970516
2842,600060.SH,600060,海信视像,山东,家用电器,19970422
2843,600061.SH,600061,国投资本,上海,证券,19970519
2844,600062.SH,600062,华润双鹤,北京,化学制药,19970522
2845,600063.SH,600063,皖维高新,安徽,化纤,19970528
2846,600064.SH,600064,南京高科,江苏,园区开发,19970506
2847,600066.SH,600066,宇通客车,河南,汽车整车,19970508
2848,600067.SH,600067,冠城大通,福建,区域地产,19970508
2849,600070.SH,600070,ST富润,浙江,互联网,19970604
2850,600071.SH,600071,凤凰光学,江西,元器件,19970528
2851,600072.SH,600072,中船科技,上海,船舶,19970603
2852,600073.SH,600073,上海梅林,上海,食品,19970704
2853,600075.SH,600075,新疆天业,新疆,化工原料,19970617
2854,600076.SH,600076,康欣新材,山东,广告包装,19970526
2855,600077.SH,600077,*ST宋都,浙江,全国地产,19970520
2856,600078.SH,600078,ST澄星,江苏,化工原料,19970627
2857,600079.SH,600079,人福医药,湖北,化学制药,19970606
2858,600080.SH,600080,金花股份,陕西,中成药,19970612
2859,600081.SH,600081,东风科技,上海,汽车配件,19970703
2860,600082.SH,600082,海泰发展,天津,园区开发,19970620
2861,600083.SH,600083,博信股份,江苏,综合类,19970606
2862,600084.SH,600084,中葡股份,新疆,红黄酒,19970711
2863,600085.SH,600085,同仁堂,北京,中成药,19970625
2864,600088.SH,600088,中视传媒,上海,影视音像,19970616
2865,600089.SH,600089,特变电工,新疆,电气设备,19970618
2866,600094.SH,600094,大名城,上海,区域地产,19970703
2867,600095.SH,600095,湘财股份,黑龙江,证券,19970708
2868,600096.SH,600096,云天化,云南,农药化肥,19970709
2869,600097.SH,600097,开创国际,上海,渔业,19970619
2870,600098.SH,600098,广州发展,广东,火力发电,19970718
2871,600099.SH,600099,林海股份,江苏,汽车整车,19970704
2872,600100.SH,600100,同方股份,北京,IT设备,19970627
2873,600101.SH,600101,明星电力,四川,水力发电,19970627
2874,600103.SH,600103,青山纸业,福建,造纸,19970703
2875,600104.SH,600104,上汽集团,上海,汽车整车,19971125
2876,600105.SH,600105,永鼎股份,江苏,通信设备,19970929
2877,600106.SH,600106,重庆路桥,重庆,路桥,19970618
2878,600107.SH,600107,美尔雅,湖北,服饰,19971106
2879,600108.SH,600108,亚盛集团,甘肃,种植业,19970818
2880,600109.SH,600109,国金证券,四川,证券,19970807
2881,600110.SH,600110,诺德股份,吉林,电气设备,19971007
2882,600111.SH,600111,北方稀土,内蒙,小金属,19970924
2883,600112.SH,600112,ST天成,贵州,电气设备,19971127
2884,600113.SH,600113,浙江东日,浙江,区域地产,19971021
2885,600114.SH,600114,东睦股份,浙江,机械基件,20040511
2886,600115.SH,600115,中国东航,上海,空运,19971105
2887,600116.SH,600116,三峡水利,重庆,水力发电,19970804
